No,Lat,Long
1,38.3878,27.0433
3,38.3937,27.0345
4,38.3944,27.0452
5,38.3948,27.0473
6,38.3901,27.0381
7,38.3844,27.0610
8,38.3951,27.0401
9,38.3869,27.0485
10,38.3989,27.0681
11,38.3956,27.0567
