No,Lat,Long
1,38.4298,27.1419
2,38.4349,27.1657
3,38.3973,27.0828
4,38.4172,27.1274
5,38.4287,27.1347
6,38.4358,27.1393
7,38.4038,27.1104
8,38.4052,27.1172
9,38.4047,27.1005
10,38.4022,27.1273
11,38.4181,27.1389
12,38.4128,27.1313
13,38.4291,27.1525
14,38.4080,27.1694
15,38.4170,27.1568
16,38.4138,27.1617
17,38.4194,27.1631
18,38.4210,27.1731
19,38.4074,27.1427
20,38.4205,27.1670
21,38.4052,27.1625
22,38.3972,27.0763
23,38.4378,27.1498
24,38.4361,27.1733
25,38.4073,27.1527
