No,Lat,Long
1,38.4521,27.1840
2,38.4652,27.1948
3,38.4980,27.1549
4,38.4847,27.1222
5,38.4805,37.1372
6,38.4784,27.1155
7,38.4795,27.1209
8,38.4689,27.1403
9,38.4745,27.1555
10,38.4637,27.1691
11,38.4683,27.1816
12,38.4568,27.1864
13,38.4999,27.1517
