No,Lat,Long
1,38.4676,27.2136
2,38.4630,27.2086
3,38.4223,27.1892
4,38.4638,27.2274
5,38.4176,27.1862
7,38.4632,27.2177
8,38.4741,27.2344
9,38.4459,27.2232
10,38.4335,27.2720
11,38.4625,27.2571
12,38.4504,27.2544
13,38.4558,27.2170
14,38.4671,27.2138
15,38.4546,27.2285
16,38.4661,27.2538
