No,Lat,Long
1,38.4850,27.0746
2,38.4953,27.0500
3,38.4903,27.0645
4,38.4948,27.0524
5,38.5061,27.0644
6,38.5072,27.0628
7,38.4977,27.0861
8,38.4838,27.0648
9,38.4918,27.0569
10,38.4944,26.9539
11,38.4979,26.9530
12,38.4846,27.0704
